11	THS #344	75	https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://arweave.net/m0_NyfxvB-5WUlVZS5J3V9uDu7ayHnABgypmUvL-XK0	Epic	4	577	2022-06-07 11:35:46.567675	2022-06-07 11:35:46.567675	2022-03-13	0x0Fd433e474ECB81005ac906e0BCFab66E1d44356
12	Bohemia #55	32	https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://arweave.net/E-DgJY_vT76C7vwmFboXa0q0QF7JUygIlpaV0rraaDg?ext=png	Rare	4	582	2022-06-07 11:35:46.571632	2022-06-07 11:35:46.571632	2022-04-04	0x0Fd433e474ECB81005ac906e0BCFab66E1d88911
13	Smoke Head #666	27	https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://bafybeiepvcjfm5kppole3ugyrkinfcd4m2efjpdjnlqh3julkadnttqbxi.ipfs.dweb.link/3743.png	Legendary	2	585	2022-06-07 11:35:46.575652	2022-06-07 11:35:46.575652	2022-05-13	0x0Fd433e474ECB81005ac906e0BCFab66E1d01543
14	TSF #567	19	https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://bafybeibnib5qhvcovaxq7ow5p4wgj3aav6nf747woszxxhlsjqgvrsbjna.ipfs.dweb.link/6263.png?ext=png	Legendary	4	584	2022-06-07 11:35:46.579257	2022-06-07 11:35:46.579257	2022-02-22	0x0Fd433e474ECB81005ac906e0BCFab66E1d49381
18	Fish #3400	4.86	https://bafybeiap4xcrnnaqvugwbm5qnu22unnx6vlyo2wjgm3uvd7h3n35zza5lm.ipfs.nftstorage.link/3400.png?ext=png	\N	5	590	2022-06-07 12:29:02.714453	2022-06-07 16:40:23.275779	\N	3JDMZGSPDpVKr5t8CBcsjpB79GbZXtBMJbc4zYntDZAN
25	Fish #3400	4.86	https://bafybeiap4xcrnnaqvugwbm5qnu22unnx6vlyo2wjgm3uvd7h3n35zza5lm.ipfs.nftstorage.link/3400.png?ext=png	\N	6	597	2022-06-07 16:40:21.980003	2022-06-07 16:40:23.287957	\N	3JDMZGSPDpVKr5t8CBcsjpB79GbZXtBMJbc4zYntDZAN
21	Okay Bulls #7155	1.95	https://arweave.net/1T5qAYKt5XbnpZWUX5YtfQsFjwebfMnsVyG5X4MG4To?ext=png	\N	5	593	2022-06-07 12:29:03.510649	2022-06-07 16:40:23.328634	\N	6zPtLKpDAntcxG6fFfJpBKUcbbMRUuiavERHKG1yRawm
28	Okay Bulls #7155	1.95	https://arweave.net/1T5qAYKt5XbnpZWUX5YtfQsFjwebfMnsVyG5X4MG4To?ext=png	\N	6	600	2022-06-07 16:40:22.947363	2022-06-07 16:40:23.337333	\N	6zPtLKpDAntcxG6fFfJpBKUcbbMRUuiavERHKG1yRawm
22	dskullys #2880	1.7	https://bafybeib32iz3j7jufvpna6633n3dwm43z2omz5daa6siljbfwzswaperea.ipfs.dweb.link/2879.png	\N	6	594	2022-06-07 16:40:18.843554	2022-06-07 17:26:20.551446	\N	6yqfCgPTDSUp42MkmZNKRiQdeRvSFsrbx27zAzg6jBot
29	dskullys #2880	1.7	https://bafybeib32iz3j7jufvpna6633n3dwm43z2omz5daa6siljbfwzswaperea.ipfs.dweb.link/2879.png	\N	7	601	2022-06-07 16:51:30.149411	2022-06-07 17:26:20.5591	\N	6yqfCgPTDSUp42MkmZNKRiQdeRvSFsrbx27zAzg6jBot
17	dskullys #5333	2.2	https://bafybeibmaxw4liypjx5qy64c7qi4bzjuzgujf4xib6bv6ypfewouci3wqy.ipfs.dweb.link/5332.png	\N	5	589	2022-06-07 12:29:02.494962	2022-06-07 17:26:20.613642	\N	3NERFwq7XiusgEo2zcoVbKKtS945bV8uUdsr5rTqM9rT
24	dskullys #5333	2.2	https://bafybeibmaxw4liypjx5qy64c7qi4bzjuzgujf4xib6bv6ypfewouci3wqy.ipfs.dweb.link/5332.png	\N	6	596	2022-06-07 16:40:21.760409	2022-06-07 17:26:20.619919	\N	3NERFwq7XiusgEo2zcoVbKKtS945bV8uUdsr5rTqM9rT
31	dskullys #5333	2.2	https://bafybeibmaxw4liypjx5qy64c7qi4bzjuzgujf4xib6bv6ypfewouci3wqy.ipfs.dweb.link/5332.png	\N	7	603	2022-06-07 16:51:30.574413	2022-06-07 17:26:20.625573	\N	3NERFwq7XiusgEo2zcoVbKKtS945bV8uUdsr5rTqM9rT
16	dskullys #3716	5.99	https://bafybeig2et25ugcstf6xn4cnk555fss55lb5v7mqtt626u7cxsxeamnjue.ipfs.dweb.link/3715.png	\N	5	588	2022-06-07 12:29:02.176045	2022-06-07 17:26:20.746629	\N	GrjLQmvqrLkykSTpfSVg287qayAM3zpEux9WqcRzo8DF
23	dskullys #3716	5.99	https://bafybeig2et25ugcstf6xn4cnk555fss55lb5v7mqtt626u7cxsxeamnjue.ipfs.dweb.link/3715.png	\N	6	595	2022-06-07 16:40:19.19939	2022-06-07 17:26:20.752099	\N	GrjLQmvqrLkykSTpfSVg287qayAM3zpEux9WqcRzo8DF
20	Lavish Lions #2826	7.9	https://bafybeibaje5ssahs2gwx6dh2hzmetzktqcvhlf7yj35rl5p5xlp25oj6i4.ipfs.nftstorage.link/2826.png?ext=png	\N	5	592	2022-06-07 12:29:03.183901	2022-06-07 17:26:20.927362	\N	AuF2qRrWmGSsE7WfZMGrWQ8qzeLn2Vm7rVBDvaY7wp5r
27	Lavish Lions #2826	7.9	https://bafybeibaje5ssahs2gwx6dh2hzmetzktqcvhlf7yj35rl5p5xlp25oj6i4.ipfs.nftstorage.link/2826.png?ext=png	\N	6	599	2022-06-07 16:40:22.613224	2022-06-07 17:26:20.93298	\N	AuF2qRrWmGSsE7WfZMGrWQ8qzeLn2Vm7rVBDvaY7wp5r
19	Lavish Lions #2695	4.45	https://bafybeift65wuwqb4mtd4h6i43vyq7gg2xuexrj4ssnjlh6p7tl3ocjoijy.ipfs.nftstorage.link/2695.png?ext=png	\N	5	591	2022-06-07 12:29:02.930598	2022-06-07 17:26:20.95617	\N	4y6bZn3ZhEvEnxjq64MJQkDgxoH8ohw91y8bKqUwHbKP
26	Lavish Lions #2695	4.45	https://bafybeift65wuwqb4mtd4h6i43vyq7gg2xuexrj4ssnjlh6p7tl3ocjoijy.ipfs.nftstorage.link/2695.png?ext=png	\N	6	598	2022-06-07 16:40:22.300384	2022-06-07 17:26:20.961565	\N	4y6bZn3ZhEvEnxjq64MJQkDgxoH8ohw91y8bKqUwHbKP
32	Fish #3400	\N	https://bafybeiap4xcrnnaqvugwbm5qnu22unnx6vlyo2wjgm3uvd7h3n35zza5lm.ipfs.nftstorage.link/3400.png?ext=png	\N	7	604	2022-06-07 16:51:30.937591	2022-06-07 16:51:30.937591	\N	3JDMZGSPDpVKr5t8CBcsjpB79GbZXtBMJbc4zYntDZAN
33	Lavish Lions #2695	\N	https://bafybeift65wuwqb4mtd4h6i43vyq7gg2xuexrj4ssnjlh6p7tl3ocjoijy.ipfs.nftstorage.link/2695.png?ext=png	\N	7	605	2022-06-07 16:51:31.155091	2022-06-07 16:51:31.155091	\N	4y6bZn3ZhEvEnxjq64MJQkDgxoH8ohw91y8bKqUwHbKP
34	Lavish Lions #2826	\N	https://bafybeibaje5ssahs2gwx6dh2hzmetzktqcvhlf7yj35rl5p5xlp25oj6i4.ipfs.nftstorage.link/2826.png?ext=png	\N	7	606	2022-06-07 16:51:31.284554	2022-06-07 16:51:31.284554	\N	AuF2qRrWmGSsE7WfZMGrWQ8qzeLn2Vm7rVBDvaY7wp5r
35	Okay Bulls #7155	\N	https://arweave.net/1T5qAYKt5XbnpZWUX5YtfQsFjwebfMnsVyG5X4MG4To?ext=png	\N	7	607	2022-06-07 16:51:31.382971	2022-06-07 16:51:31.382971	\N	6zPtLKpDAntcxG6fFfJpBKUcbbMRUuiavERHKG1yRawm
36	dskullys #2880	\N	https://bafybeib32iz3j7jufvpna6633n3dwm43z2omz5daa6siljbfwzswaperea.ipfs.dweb.link/2879.png	\N	8	608	2022-06-07 17:22:39.414968	2022-06-07 17:22:39.414968	\N	6yqfCgPTDSUp42MkmZNKRiQdeRvSFsrbx27zAzg6jBot
37	dskullys #3716	\N	https://bafybeig2et25ugcstf6xn4cnk555fss55lb5v7mqtt626u7cxsxeamnjue.ipfs.dweb.link/3715.png	\N	8	609	2022-06-07 17:22:39.650026	2022-06-07 17:22:39.650026	\N	GrjLQmvqrLkykSTpfSVg287qayAM3zpEux9WqcRzo8DF
38	dskullys #5333	\N	https://bafybeibmaxw4liypjx5qy64c7qi4bzjuzgujf4xib6bv6ypfewouci3wqy.ipfs.dweb.link/5332.png	\N	8	610	2022-06-07 17:22:39.751166	2022-06-07 17:22:39.751166	\N	3NERFwq7XiusgEo2zcoVbKKtS945bV8uUdsr5rTqM9rT
39	Fish #3400	\N	https://bafybeiap4xcrnnaqvugwbm5qnu22unnx6vlyo2wjgm3uvd7h3n35zza5lm.ipfs.nftstorage.link/3400.png?ext=png	\N	8	611	2022-06-07 17:22:39.979912	2022-06-07 17:22:39.979912	\N	3JDMZGSPDpVKr5t8CBcsjpB79GbZXtBMJbc4zYntDZAN
40	Lavish Lions #2695	\N	https://bafybeift65wuwqb4mtd4h6i43vyq7gg2xuexrj4ssnjlh6p7tl3ocjoijy.ipfs.nftstorage.link/2695.png?ext=png	\N	8	612	2022-06-07 17:22:40.340641	2022-06-07 17:22:40.340641	\N	4y6bZn3ZhEvEnxjq64MJQkDgxoH8ohw91y8bKqUwHbKP
41	Lavish Lions #2826	\N	https://bafybeibaje5ssahs2gwx6dh2hzmetzktqcvhlf7yj35rl5p5xlp25oj6i4.ipfs.nftstorage.link/2826.png?ext=png	\N	8	613	2022-06-07 17:22:40.438946	2022-06-07 17:22:40.438946	\N	AuF2qRrWmGSsE7WfZMGrWQ8qzeLn2Vm7rVBDvaY7wp5r
42	Okay Bulls #7155	\N	https://arweave.net/1T5qAYKt5XbnpZWUX5YtfQsFjwebfMnsVyG5X4MG4To?ext=png	\N	8	614	2022-06-07 17:22:40.6973	2022-06-07 17:22:40.6973	\N	6zPtLKpDAntcxG6fFfJpBKUcbbMRUuiavERHKG1yRawm
43	Bunnies N Homies Club #2874	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/84c3539d968a0a1e4f54dab492ebc756.png	\N	8	615	2022-06-07 17:26:17.801023	2022-06-07 17:26:17.801023	\N	DLwLquDXcFXMaR1f7Kqrzt15NdRKBQUAaebp8X6pDpYq
44	Bunnies N Homies Club #3962	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/7837f032257e19dda995c6e6af38c37b.png	\N	8	616	2022-06-07 17:26:17.926829	2022-06-07 17:26:17.926829	\N	76nb8JhMpVP3GzYwggaDywunHNvqSKjyavXcuWyUmYXY
45	Bunnies N Homies Club #5631	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/0b6f510ebcdc9f37c3b86d84956c2cb5.png	\N	8	617	2022-06-07 17:26:18.155457	2022-06-07 17:26:18.155457	\N	2eraLKZ5BBUHxhr5gVJ5as566otMPqJ9kEATu1Fd7mWQ
46	Bunnies N Homies Club #7469	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/fb2e8807c97fb456a11a7062970ebb01.png	\N	8	618	2022-06-07 17:26:18.384604	2022-06-07 17:26:18.384604	\N	EbxEaD2igFr5bpiVuo9PMnoXyf4x6xazRqwpD2SEQkMb
47	Griffin #269	3.9	https://arweave.net/uTFEWMlGBBLF1jvTrvvaWWuiOG8c_zYV4J0UQxWim9w?ext=png	\N	8	619	2022-06-07 17:26:18.605717	2022-06-07 17:26:20.459981	\N	F6iMxguj6ugAXS9hiqdib56ajjAknxrVNke9F3Whp2fd
15	dskullys #2880	1.7	https://bafybeib32iz3j7jufvpna6633n3dwm43z2omz5daa6siljbfwzswaperea.ipfs.dweb.link/2879.png	\N	5	587	2022-06-07 12:29:01.964019	2022-06-07 17:26:20.545444	\N	6yqfCgPTDSUp42MkmZNKRiQdeRvSFsrbx27zAzg6jBot
30	dskullys #3716	5.99	https://bafybeig2et25ugcstf6xn4cnk555fss55lb5v7mqtt626u7cxsxeamnjue.ipfs.dweb.link/3715.png	\N	7	602	2022-06-07 16:51:30.247262	2022-06-07 17:26:20.75833	\N	GrjLQmvqrLkykSTpfSVg287qayAM3zpEux9WqcRzo8DF
51	Wise Cats 3461	4	https://arweave.net/l6gwUoSlO47L9eXCCASFKiBf1dgAKMlcMHdvIw8CPwE	\N	8	623	2022-06-07 17:26:19.38292	2022-06-07 17:26:20.793658	\N	7yqWPps8bK3crVH8pvf7PiYtioWMxe4EMFMKAC6A3RjQ
52	Wise Cats 3778	4	https://arweave.net/cuenrodmt71mIU04z5tK-SQVw-fpfUldpAknE5LKK1U	\N	8	624	2022-06-07 17:26:19.58705	2022-06-07 17:26:20.819954	\N	ASQh6gdiqRkfigXVtk4T85CQeuqpZCF7z8jkP9vDEiFe
53	Wise Cats 807	3	https://arweave.net/OSnqO4KQhdC7mlkyYrq143EiBb84qq88LCuiYm8zjA4	\N	8	625	2022-06-07 17:26:19.814572	2022-06-07 17:26:20.845771	\N	JBpP3scDdubgbTVANnDRjupPGB25p9jUuDDKPe7vkKMJ
50	The Stoned Frogs #7573	4.55	https://bafybeidsawxrjk77jgdjiffarrxcpgrnsvl4gravftyh6w34icirwrtjui.ipfs.nftstorage.link/7573.png?ext=png	\N	8	622	2022-06-07 17:26:19.080544	2022-06-07 17:26:21.006144	\N	D9gQo5ppqwkMunFQKmgXMvHiZiEDxffqjyquabuqnnzo
49	The Stoned Frogs #6701	5.39	https://bafybeiaa2f3zaavuvp4fmncwqnliuhvf6zxw5rws5dg6iktzbtqgbkffgm.ipfs.nftstorage.link/6701.png?ext=png	\N	8	621	2022-06-07 17:26:18.964149	2022-06-07 17:26:21.036294	\N	CqbieLxCUbNcSHE4dkssRRg7XgEF96USAQ2ZuuhChXZP
54	dskullys #2880	\N	https://bafybeib32iz3j7jufvpna6633n3dwm43z2omz5daa6siljbfwzswaperea.ipfs.dweb.link/2879.png	\N	8	626	2022-06-07 17:26:38.01987	2022-06-07 17:26:38.01987	\N	6yqfCgPTDSUp42MkmZNKRiQdeRvSFsrbx27zAzg6jBot
55	dskullys #3716	\N	https://bafybeig2et25ugcstf6xn4cnk555fss55lb5v7mqtt626u7cxsxeamnjue.ipfs.dweb.link/3715.png	\N	8	627	2022-06-07 17:26:38.358348	2022-06-07 17:26:38.358348	\N	GrjLQmvqrLkykSTpfSVg287qayAM3zpEux9WqcRzo8DF
56	dskullys #5333	\N	https://bafybeibmaxw4liypjx5qy64c7qi4bzjuzgujf4xib6bv6ypfewouci3wqy.ipfs.dweb.link/5332.png	\N	8	628	2022-06-07 17:26:38.434997	2022-06-07 17:26:38.434997	\N	3NERFwq7XiusgEo2zcoVbKKtS945bV8uUdsr5rTqM9rT
57	Fish #3400	\N	https://bafybeiap4xcrnnaqvugwbm5qnu22unnx6vlyo2wjgm3uvd7h3n35zza5lm.ipfs.nftstorage.link/3400.png?ext=png	\N	8	629	2022-06-07 17:26:38.747716	2022-06-07 17:26:38.747716	\N	3JDMZGSPDpVKr5t8CBcsjpB79GbZXtBMJbc4zYntDZAN
48	Rarikey #2526	16	https://arweave.net/y6r4GGmOnZzjD-WPEUeH_yjFCPhckyTigBp64lBXdJA?ext=png	\N	8	620	2022-06-07 17:26:18.824007	2022-06-07 17:26:40.149538	\N	HvUREbv7cLwbnwnHQsKhtgkxpJNTZPSarvBXia45j9Yb
58	Lavish Lions #2695	\N	https://bafybeift65wuwqb4mtd4h6i43vyq7gg2xuexrj4ssnjlh6p7tl3ocjoijy.ipfs.nftstorage.link/2695.png?ext=png	\N	8	630	2022-06-07 17:26:39.104874	2022-06-07 17:26:39.104874	\N	4y6bZn3ZhEvEnxjq64MJQkDgxoH8ohw91y8bKqUwHbKP
59	Lavish Lions #2826	\N	https://bafybeibaje5ssahs2gwx6dh2hzmetzktqcvhlf7yj35rl5p5xlp25oj6i4.ipfs.nftstorage.link/2826.png?ext=png	\N	8	631	2022-06-07 17:26:39.431501	2022-06-07 17:26:39.431501	\N	AuF2qRrWmGSsE7WfZMGrWQ8qzeLn2Vm7rVBDvaY7wp5r
60	Okay Bulls #7155	\N	https://arweave.net/1T5qAYKt5XbnpZWUX5YtfQsFjwebfMnsVyG5X4MG4To?ext=png	\N	8	632	2022-06-07 17:26:39.776448	2022-06-07 17:26:39.776448	\N	6zPtLKpDAntcxG6fFfJpBKUcbbMRUuiavERHKG1yRawm
61	Bunnies N Homies Club #2874	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/84c3539d968a0a1e4f54dab492ebc756.png	\N	10	634	2022-06-07 18:13:38.862577	2022-06-07 18:13:38.862577	\N	DLwLquDXcFXMaR1f7Kqrzt15NdRKBQUAaebp8X6pDpYq
62	Bunnies N Homies Club #3962	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/7837f032257e19dda995c6e6af38c37b.png	\N	10	635	2022-06-07 18:13:38.94374	2022-06-07 18:13:38.94374	\N	76nb8JhMpVP3GzYwggaDywunHNvqSKjyavXcuWyUmYXY
63	Bunnies N Homies Club #5631	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/0b6f510ebcdc9f37c3b86d84956c2cb5.png	\N	10	636	2022-06-07 18:13:39.137625	2022-06-07 18:13:39.137625	\N	2eraLKZ5BBUHxhr5gVJ5as566otMPqJ9kEATu1Fd7mWQ
64	Bunnies N Homies Club #7469	\N	https://monkelabs.nyc3.digitaloceanspaces.com/bunnies-n-homies-club/images/fb2e8807c97fb456a11a7062970ebb01.png	\N	10	637	2022-06-07 18:13:39.347899	2022-06-07 18:13:39.347899	\N	EbxEaD2igFr5bpiVuo9PMnoXyf4x6xazRqwpD2SEQkMb
65	Griffin #269	\N	https://arweave.net/uTFEWMlGBBLF1jvTrvvaWWuiOG8c_zYV4J0UQxWim9w?ext=png	\N	10	638	2022-06-07 18:13:39.563685	2022-06-07 18:13:39.563685	\N	F6iMxguj6ugAXS9hiqdib56ajjAknxrVNke9F3Whp2fd
66	Rarikey #2526	\N	https://arweave.net/y6r4GGmOnZzjD-WPEUeH_yjFCPhckyTigBp64lBXdJA?ext=png	\N	10	639	2022-06-07 18:13:39.681652	2022-06-07 18:13:39.681652	\N	HvUREbv7cLwbnwnHQsKhtgkxpJNTZPSarvBXia45j9Yb
67	The Stoned Frogs #6701	\N	https://bafybeiaa2f3zaavuvp4fmncwqnliuhvf6zxw5rws5dg6iktzbtqgbkffgm.ipfs.nftstorage.link/6701.png?ext=png	\N	10	640	2022-06-07 18:13:39.772288	2022-06-07 18:13:39.772288	\N	CqbieLxCUbNcSHE4dkssRRg7XgEF96USAQ2ZuuhChXZP
68	The Stoned Frogs #7573	\N	https://bafybeidsawxrjk77jgdjiffarrxcpgrnsvl4gravftyh6w34icirwrtjui.ipfs.nftstorage.link/7573.png?ext=png	\N	10	641	2022-06-07 18:13:40.077658	2022-06-07 18:13:40.077658	\N	D9gQo5ppqwkMunFQKmgXMvHiZiEDxffqjyquabuqnnzo
69	Wise Cats 3461	\N	https://arweave.net/l6gwUoSlO47L9eXCCASFKiBf1dgAKMlcMHdvIw8CPwE	\N	10	642	2022-06-07 18:13:40.337058	2022-06-07 18:13:40.337058	\N	7yqWPps8bK3crVH8pvf7PiYtioWMxe4EMFMKAC6A3RjQ
70	Wise Cats 3778	\N	https://arweave.net/cuenrodmt71mIU04z5tK-SQVw-fpfUldpAknE5LKK1U	\N	10	643	2022-06-07 18:13:40.425436	2022-06-07 18:13:40.425436	\N	ASQh6gdiqRkfigXVtk4T85CQeuqpZCF7z8jkP9vDEiFe
71	Wise Cats 807	\N	https://arweave.net/OSnqO4KQhdC7mlkyYrq143EiBb84qq88LCuiYm8zjA4	\N	10	644	2022-06-07 18:13:40.643012	2022-06-07 18:13:40.643012	\N	JBpP3scDdubgbTVANnDRjupPGB25p9jUuDDKPe7vkKMJ
\.


